creditor,list_rec
"AIRPORT WAREHOUSES, LLC
5300 SOUTH ORANGE AVENUE
SUITE 240
ORLANDO, FL 32809-3402","['AIRPORT WAREHOUSES, LLC\n5300 SOUTH ORANGE AVENUE\nSUITE 240\nORLANDO, FL 32809-3402']"
"MJM MANUFACTURING, INC.
5205 N.W. 161ST STREET
MIAMI, FL 33014","['MJM MANUFACTURING, INC.\n5205 N.W. 161ST STREET\nMIAMI, FL 33014']"
"NUEVA GENERACION MANUFACCTURNS S.A. DE C.V.
TEZOZOMOC 239, FRACC. IND.
SAN ANTONIO
AZCAPOTZALCO MEXICO, OC 02760","['NUEVA GENERACION MANUFACCTURNS S.A. DE C.V.\nTEZOZOMOC 239, FRACC. IND.\nSAN ANTONIO\nAZCAPOTZALCO MEXICO, OC 02760']"
"THERM-O-DISC, INC.
1320 SOUTH MAIN STREET
MANSFIELD, OH 44907","['THERM-O-DISC, INC.\n1320 SOUTH MAIN STREET\nMANSFIELD, OH 44907']"
"CIRCUITRONIX, LLC
201 SOUTH BUSCAYNE BOULEVARD, SUITE 2856
MIAMI, FL 33131","['CIRCUITRONIX, LLC\n201 SOUTH BUSCAYNE BOULEVARD, SUITE 2856\nMIAMI, FL 33131']"
"CIT TECHNOLOGY FINANCING SERVICES, INC.
10201 CENTURION PARKWAY NORTH
100
JACKSONVILLE, FL 32256","['CIT TECHNOLOGY FINANCING SERVICES, INC.\n10201 CENTURION PARKWAY NORTH\n100\nJACKSONVILLE, FL 32256']"
"IRWIN INDUSTRIAL TOOL COMPANY
P.O. BOX 92026
CHICAGO, IL 60675","['IRWIN INDUSTRIAL TOOL COMPANY\nP.O. BOX 92026\nCHICAGO, IL 60675']"
"YELLOW TRANSPORTATION
C/O KATE POWELL
2430 MALL DRIVE, SUITE 210
CHARLESTON, SC 29406","['YELLOW TRANSPORTATION\nC/O KATE POWELL\n2430 MALL DRIVE, SUITE 210\nCHARLESTON, SC 29406']"
"PANASONIC ELECTRIC WORKS CORP OF AMERICA
629 CENTRAL AVE
NEW PROVIDENCE, NJ 07974","['PANASONIC ELECTRIC WORKS CORP OF AMERICA\n629 CENTRAL AVE\nNEW PROVIDENCE, NJ 07974']"
"ADECCO USA, INC.
175 BROAD HOLLOW ROAD
MELVILLE, NY 11747","['ADECCO USA, INC.\n175 BROAD HOLLOW ROAD\nMELVILLE, NY 11747']"
"CONNECTICUT ELECTRIC & SWITCH MANUFACTURING CO.
100 W 11TH STREET
SUITE. #100
ANDERSON, IN 46016","['CONNECTICUT ELECTRIC & SWITCH MANUFACTURING CO.\n100 W 11TH STREET\nSUITE. #100\nANDERSON, IN 46016']"
"SEASON COMPONENTS CO. LTD C/O YATES AND SCHILLER P.A.
1489 W PALMETTO PARK ROAD
SUITE 405
BOCA RATON FL 33486",['SEASON COMPONENTS CO. LTD C/O YATES AND SCHILLER P.A.\n1489 W PALMETTO PARK ROAD\nSUITE 405\nBOCA RATON FL 33486']
"TRIPLE E USA, INC. DBA THERMOGUARD
6601 LYONS ROAD
SUITE #11
POMPANO BEACH, FL 33073","['TRIPLE E USA, INC. DBA THERMOGUARD\n6601 LYONS ROAD\nSUITE #11\nPOMPANO BEACH, FL 33073']"
"DENNIS PADGETT
175 GARDEN STREET
SANTA ROSA BEACH FL.32459",['DENNIS PADGETT\n175 GARDEN STREET\nSANTA ROSA BEACH FL.32459']
"DENNIS PADGETT
PO BOX 1014
SANTA ROSA BEACH, FL. 32459","['DENNIS PADGETT\nPO BOX 1014\nSANTA ROSA BEACH, FL. 32459']"
"DFS, DIVISION OF WORKERS' COMPENSATION
200 E GAINES STREET
TALLAHASSEE, FL 32399-4228","[""DFS, DIVISION OF WORKERS' COMPENSATION\n200 E GAINES STREET\nTALLAHASSEE, FL 32399-4228""]"
"CATERPILLAR FINANCIAL SERVICES CORPORATION
2120 WEST END AVENUE
NASHVILLE, TN 37203","['CATERPILLAR FINANCIAL SERVICES CORPORATION\n2120 WEST END AVENUE\nNASHVILLE, TN 37203']"
STATE OF FLORIDA0025061,['STATE OF FLORIDA0025061']
"MID CONTINENT CASUALTY COM C/O YATES AND SCHILLER P.A.
1489 W. PALMETTO PARK ROAD
SUITE 405
BOCA RATON FL 33486",['MID CONTINENT CASUALTY COM C/O YATES AND SCHILLER P.A.\n1489 W. PALMETTO PARK ROAD\nSUITE 405\nBOCA RATON FL 33486']
"MASCHMEYER CONCRETE COMPANY OF FLORIDA
1142 WATERTOWER ROAD
LAKE PARK, FL 33403","['MASCHMEYER CONCRETE COMPANY OF FLORIDA\n1142 WATERTOWER ROAD\nLAKE PARK, FL 33403']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
OUT OF STATE/CENTRAL COLLECTIONS UNIT
5050 W TENNESSEE ST
TALLAHASSEE FL323996586","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nOUT OF STATE/CENTRAL COLLECTIONS UNIT\n5050 W TENNESSEE ST\nTALLAHASSEE FL323996586']"
"BRIDGEFIELD EMPLOYERS INSURANCE COMPANY
2310 COMMERCE POINT DR.
LAKELAND, FL 33801","['BRIDGEFIELD EMPLOYERS INSURANCE COMPANY\n2310 COMMERCE POINT DR.\nLAKELAND, FL 33801']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SERVICE CENTER
8175 NW 12TH ST STE 119
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SERVICE CENTER\n8175 NW 12TH ST STE 119\nDORAL FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SERVICE CENTER
8175 NW 12TH ST STE 119
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SERVICE CENTER\n8175 NW 12TH ST STE 119\nDORAL FL331261828']"
"HORNERXPRESS-TREASURE COAST, INC.
5755 POWERLINE ROAD
FORT LAUDERDALE, FL 33309","['HORNERXPRESS-TREASURE COAST, INC.\n5755 POWERLINE ROAD\nFORT LAUDERDALE, FL 33309']"
"LEASE ACCEPTANCE CORP.
30955 NORTHWESTERN HWY
FARMINGTON HILLS, MICHIGAN 48334","['LEASE ACCEPTANCE CORP.\n30955 NORTHWESTERN HWY\nFARMINGTON HILLS, MICHIGAN 48334']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LARGO SERVICE CENTER
11351 ULMERTON RD STE 220
LARGO FL337781629","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLARGO SERVICE CENTER\n11351 ULMERTON RD STE 220\nLARGO FL337781629']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
TAMPA SERVICE CENTER
6302 E DR MARTIN LUTHER KING JR BLVD S
TAMPA FL336191166","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nTAMPA SERVICE CENTER\n6302 E DR MARTIN LUTHER KING JR BLVD S\nTAMPA FL336191166']"
"WIRTH BUSINESS CREDIT, INC.
5201 OLYMPIA DRIVE N.W., STE. 210
GIG HARBOR, WA 98235","['WIRTH BUSINESS CREDIT, INC.\n5201 OLYMPIA DRIVE N.W., STE. 210\nGIG HARBOR, WA 98235']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
WEST PALM BEACH SERVICE CENTER
2468 METROCENTRE BLVD
WEST PALM BEACH FL334073105","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nWEST PALM BEACH SERVICE CENTER\n2468 METROCENTRE BLVD\nWEST PALM BEACH FL334073105']"
"JAMES ALEX CALDWELL
C/O JAMES T. FERRARA, ESQUIRE
2385 NW EXECUTIVE CENTER DR., SUITE 300
BOCA RATON, FL 33431","['JAMES ALEX CALDWELL\nC/O JAMES T. FERRARA, ESQUIRE\n2385 NW EXECUTIVE CENTER DR., SUITE 300\nBOCA RATON, FL 33431']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SOUTH SERVICE CENTER
8175 NW 12TH ST STE 418
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SOUTH SERVICE CENTER\n8175 NW 12TH ST STE 418\nDORAL FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
WEST PALM BEACH SERVICE CENTER
2468 METROCENTRE BLVD
WEST PALM BEACH FL334073105","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nWEST PALM BEACH SERVICE CENTER\n2468 METROCENTRE BLVD\nWEST PALM BEACH FL334073105']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"FERGUSON ENTERPRISES, INC.
9439 W. COMMERCIAL BLVD.
TAMARAC, FL 33351","['FERGUSON ENTERPRISES, INC.\n9439 W. COMMERCIAL BLVD.\nTAMARAC, FL 33351']"
